region,county,description
mississippi,Pierce,"Pierce County is rivers; seven rivers and eight<br>creeks, to be exact. Walleye, bass and panfish<br>action is good on the M ississippi, w hile the coun-<br>ty's Kinnickinnic and Rush Rivers are a pair of the<br>finest trout w aters in the M idw est.<br>The M ississippi and St. Croix Rivers form the<br>county's w estern border. They meet at Prescott.<br>From an overlook in M ercord M ill Park dow n-<br>tow n, visitors can clearly see the line w here the<br>blue w aters of the St. Croix join the dun-colored M ississippi. The<br>city's Welcome & Heritage Center is a good place to get area<br>travel information and see exhibits of local history (715/262-<br>3284, w w w.prescottw i.com).<br>In the northw estern corner of the county, Kinnickinnic<br>State Park is popular w ith boaters w ho enjoy the large, sandy<br>delta w here the Kinnickinnic meets the M ississippi River<br>(715/425-1129, w w w.w iparks.net). In the county's northeastern<br>corner, visit Crystal Cave just south of Spring Valley (800/236-<br>2283, w w w.cavern.com/crystalcave). Open April though<br>October, the cave descends about seventy feet and is nearly<br>4,000 feet long, the longest in W isconsin."
mississippi,St. Croix,"St. Croix County is, in many w ays, W isconsin's<br>w estern gatew ay. At Hudson, I-94 links the<br>metro-M inneapolis market w ith the lake country<br>of northw estern W isconsin. The Wisconsin<br>Welcome Center in Hudson is a great place for<br>statew ide and area travel information (715/386-<br>2571, w w w.travelw isconsin.com).<br>Hudson is both a center for recreation w ith<br>boating, fishing and sw imming, and a historic site<br>w ith picturesque Victorian houses and parks. The center of the<br>tow n's historic district is Octagon House, built in 1855 and<br>now a museum (715/386-2654). The city's thriving dow ntow n is<br>graced by the Phipps Center for the Arts (715/386-2305,<br>w w w.thephipps.org).<br>North of Hudson, Somerset is a fun place, particularly on hot<br>summer days. Tubing on the Apple River has been Somerset's<br>bread-and-butter for decades. You'll find a half-dozen friendly<br>tubing outfitters and campgrounds.<br>In northeastern St. Croix County, the New Richmond<br>Heritage Center show cases local history in a complex that<br>includes an 1884 farmhouse and eight other historic buildings<br>(888/320-3276, w w w.pressenter.com/~nrpsinc/). In Star Prairie,<br>you can tour the Star Prairie Trout Farm (715/248-3633,<br>w w w.starprairietrout.com). For a fee you can catch their brook<br>and rainbow trout."
mississippi,Trempealeau,"Trempealeau County is the M ississippi River... and<br>a w hole lot more.<br>The city of Trempealeau is the county's only<br>municipality on the river. From an observation plat-<br>form on the M ississippi, you can w atch the river<br>traffic  lock-through at Lock & Dam No. 6. Just<br>w est of tow n, Perrot State Park offers 1,270-<br>acres of fun (608/534-6409, w w w.w iparks.net).<br>Choose from 98 campsites, hike 15 miles of trail,<br>fish the M ississippi, or climb 500-foot Brady's Bluff. Just w est of<br>Perrot, the Trempealeau National Wildlife Refuge spraw ls<br>across 5,000 acres along the river's backw aters (608/539-2311,<br>w w w.fw s.gov/midw est/trempealeau).<br>Just north of the river, apple orchards lovely in spring blos-<br>som surround Galesville. Along the county's w estern border,<br>Arcadia is the home of the Ashley Furniture Company, w hose<br>ow ner financed the city's M emorial Park. The park's  Avenue<br>of Heroes Walk is an impressive 54-acre tribute to American<br>veterans w ith statues and memorials to each of our nation's<br>w ars, including the 9/11 tragedy.<br>Whitehall, in the center of the county, is the county seat.<br>The city boasts a central square complete w ith old-fashioned<br>gazebo, a golf course, and aquatic center. Osseo, in the north-<br>eastern corner of the county, is famous as the original home of<br>the Norske Nook, famous for its mouth-w atering pies."
mississippi,Vernon,"Vernon County is the heart of southw estern<br>W isconsin's  Coulee Country, a region famous<br>throughout the M idw est for its excellent trout<br>fishing. Fish more than 200 miles of cold-w ater<br>trout streams in a truly pastoral landscape.<br>Along the M ississippi River, Desoto in the<br>southw estern corner of the county is the home of<br>Blackhaw k Park & Recreation Area, one of the<br>largest campgrounds on the river w ith 150 camp-<br>sites (608/623-2707). Further north near Genoa, you can w atch<br>as river traffic passes through Lock & Dam No. 8.<br>Inland, Westby is a community that regularly celebrates its<br>deep Norw egian roots. Dow ntow n, visit Ocooch M ountain<br>Acres, an organic maple syrup and candy maker w ith a tasty<br>product (800/253-3997, w w w.ocoochmountainacres.com).<br>Viroqua, the county seat, offers an 18-hole golf course, a $3<br>million indoor pool and aquatics center, and a dow ntow n mix of<br>specialty shops and anchor businesses.<br>The Kickapoo River snakes through eastern Vernon County.<br>It's a favorite w ith canoeists. You'll find several outfitters in<br>Ontario. Wildcat M ountain State Park offers thirty campsites<br>and a terrific overlook of the river valley (608/337-4775,<br>w w w.w iparks.net). The Kickapoo Valley Reserve is an 8,569-<br>acre recreation area w ith camping, canoeing, horseback riding<br>trails, and a brand-new visitor's center ready to help you<br>(608/625-2960, http:kvr.state.w i.us)"
lake-michigan,Brown,"Brow n County frames the south end of the bay of<br>Green Bay. The Fox River transects the county, bisecting<br>the City of Green Bay at the mouth of the river. This is<br>an historic spot, w here the first European  Jean Nicolet<br> stepped ashore in 1634.<br>Green Bay is perhaps best know n as the home of<br>the Green Bay Packers w hose legendary past can be cel-<br>ebrated at the Green Bay Packer Hall of Fame at<br>Lambeau Field (888/442-7225, w w w.packers.com).<br>Railroad enthusiasts w ill w ant to tour the National<br>Railroad M useum, the country's oldest and largest, exhibiting more<br>than 70 pieces of rolling stock including the Dw ight D. Eisenhow er<br>engine and staff cars (920/437-7623, w w w.nationalrrmuseum.org).<br>Dow ntow n the Neville Public M useum displays tw o floors of<br>regional history and art (920/448-4460,<br>w w w.nevillepublicmuseum.org). Nearby, Heritage Hill State Park<br>interprets four eras of regional history from 1672-1905 using tw enty-<br>five historic buildings gathered from Brow n County (800/721-5150,<br>w w w.heritagehillgb.org). If you've brought the kids, head to Bay<br>Beach Amusement Park w here they can enjoy dozens of inexpen-<br>sive carnival rides and play areas (920/448-3365, w w w.greenbay.com)<br>South of tow n, Oneida Bingo & Casino offers blackjack and<br>crap tables, bingo and slots (800/238-4263, w w w.oneidabingoand-<br>casino.net). Nearby, the Oneida Nation M useum displays a large col-<br>lection of Oneida artifacts (920/869-2768, w w w.oneidanation.org)."
lake-michigan,Door,"W ith more state parks (five), lighthouses (ten), and<br>miles of shoreline (250) than any other county in the<br>country, this 75-mile-long peninsula combines pristine<br>scenery w ith acclaimed performing arts, renow ned gal-<br>leries and shops, and pampering accommodations.<br>The county is equally famous for its cuisine. The<br>Door County fish boil is legendary; w hitefish fresh<br>from Lake M ichigan, potatoes and onions boiled to a<br>fiery climax. Look for it throughout the peninsula.<br>In Sturgeon Bay, the county seat, tour the Door County<br>M aritime M useum w hose 20,000 square feet of exhibit space cele-<br>brates the county's nautical past including its shipbuilding industry<br>and its many lighthouses (920/743-5958, w w w.dcmm.org).<br>Dow ntow n the M iller Art M useum celebrates W isconsin artists,<br>staging seven changing exhibits each year (920/746-0707,<br>w w w.doorcountyarts.com).<br>In Fish Creek, Peninsula Players Theatre is America's oldest resi-<br>dent professional summer theater (920/868-3287, w w w.peninsu-<br>laplayers.com). Since 1935 more than 500 plays have been performed<br>in their beautiful  theater in a garden. For a different sort of per-<br>formance, try a double-feature at the Skyw ay Drive-In Theater, one<br>of tw o left in the state (920/854-9938).<br>At the tip of the Door County  thumb is Gills Rock, home of the<br>Washington Island Ferry Line offering daily carferry and passenger<br>service to Washington Island (800/223-3094, w w w.w isferry.com). The<br>island's ancestry is predominantly Finnish. Local history along w ith<br>Indian artifacts is displayed in an original log cabin at Jacobsen's<br>M useum (920/847-2213."
lake-michigan,Kenosha,"Located in the far southeastern corner of W isconsin,<br>Kenosha County is the home of one of the state's ten<br>Wisconsin Welcome Centers. Located on I-94 at exit<br>347, the Center is a great place to stop for free maps,<br>travel brochures and advice.<br>The county seat is the City of Kenosha w ith many<br>recreational and cultural pursuits. Sample the historic<br>character of this 156-year-old community aboard the<br>Kenosha Transit Electric Streetcar (262/653-4287,<br>w w w.kenoshacvb.com). The authentic streetcars travel a 2-mile loop<br>through the city's four historic districts, the new lakefront park and<br>marina. The new Kenosha Public M useum houses the famous<br>Schaefer and Hebior M ammoth exhibit (262/653-4140,<br>w w w.kenoshapublicmuseum.org). The Kenosha History Center dis-<br>plays local history including the manufacture of Nash and Rambler<br>automobiles in Kenosha and tours of the restored Southport Light<br>Station (262/654-5770, w w w.kenoshahistorycenter.org).<br>Kids of all ages w ill love a tour of the Jelly Belly Center in near-<br>by Pleasant Prairie (866/868-7522, w w w.jellybelly.com). Enjoy a ride<br>dow n Candy Alley in the Jelly Belly Train and complimentary beans.<br>Shoppers w ill be tempted by the many bargains at Prime Outlets at<br>Pleasant Prairie (262/857-2101, w w w.primeoutlets.com) and at The<br>Original Outlet M all in nearby Bristol (262/857-7961, w w w.origi-<br>naloutletmall.com). Bristol is also the home of the Bristol<br>Renaissance Faire held early-July thru Labor Day (847-395-7773,<br>w w w.renfair.com)."
lake-michigan,Kewaunee,"Kew aunee County is steeped in maritime tradition. The<br>Lake M ichigan port cities of Kew aunee and Algoma are<br>both accented by breakw ater piers and impressive light-<br>houses. Both are home ports to large sportfishing<br>fleets; charter a boat for some of the finest lake trout<br>and salmon fishing on the Great Lakes.<br>Algoma is a trailhead on the Ahnapee State Trail,<br>a 30-mile multi-use railbed trail betw een Casco and<br>Sturgeon Bay (920/746-9959, w w w.w iparks.net). A<br>stroll through the city's dow ntow n along the south<br>shore of the Ahnapee River is highlighted by the von Stiehl Winery<br>(800/955-5208, w w w.vonstiehl.com). Von Stiehl bottles thirty vari-<br>etals, including several made from locally grow n cherries. Tour the<br>w inery and enjoy their Bohemian tasting salon.<br>Eleven miles south, Kew aunee's M arquette Historic District<br>includes forty homes and businesses on the National Register of<br>Historic Places. The Kew aunee County Historical M useum and<br>Old Jail is located in the courthouse (920/388-7176). In the harbor,<br>the nautically inclined can tour The Tugboat Ludington, a 115-foot<br>WWII sea-going tug that served in the D-Day invasion (920/388-5000,<br>w w w.kew aunee.org).<br>West of tow n, along the Kew aunee River, the county's Winter<br>Park is a great place for mountain biking in the summer and skiing in<br>the w inter (800/666-8214). Nearby, the W isconsin DNR operates the<br>Besadny Anadromous Fish Facility (920/388-1025). From mid-<br>September through October, trout and salmon run up the river to<br>spaw n. Special  fish ladders and observation w indow s at the facility<br>allow you to w atch the fish fight their w ay upstream."
lake-michigan,Manitowoc,"Founded in the 1830s, both Tw o Rivers and M anitow oc<br>have a storied maritime past. Both began as commer-<br>cial fishing and shipbuilding centers. Both today boast<br>large and active sportfishing charter fleets.<br>Tw o Rivers takes pride in being the birthplace of<br>the ice cream sundae  invented here in 1881. For a<br>taste of that frozen confection, stop dow ntow n at the<br>Historic Washington House  part museum, part visi-<br>tors' center, and part old-fashioned soda fountain<br>(920/793-2490). The City's commercial fishing heritage<br>is enshrined at the Historic Rogers Street Fishing Village M useum<br>that features an 1886 lighthouse and a shipw reck exhibit (920/793-<br>5905, w w w.rogersstreet.com). North of the city, Point Beach State<br>Forest preserves five miles of lakeshore beaches w ith 127 campsites<br>and 12 miles of hiking trails (920/794-7490, w w w.w iparks.net).<br>M anitow oc is home to the Wisconsin M aritime M useum, the<br>largest maritime museum on the Great Lakes (866/724-2356,<br>w w w.w isconsinmaritime.org). The museum displays everything from<br>w ooden sailing ships to a WWII submarine, the USS Cobia.<br>Dow ntow n, the Rahr-West Art M useum displays w orks from its<br>2,000+ collection of American art, including Georgia O'Keefe, Andy<br>Warhol and M ary Cassatt (920/683-4501,<br>w w w.rahrw estartmuseum.org.) For something truly unique, tour<br>Natural Ovens Bakery, a commercial baker of breads, muffins,<br>bagels and more (800/558-3535, w w w.naturalovens.com)"
lake-michigan,Marinette,"M arinette County bills itself as the  Waterfall Capital of<br>W isconsin. Only a small corner of the county fronts on<br>the Bay of Green Bay; the balance of the county sw eeps<br>north and w est across 1,500 square miles of w oods and<br>w ater. Criss-crossed w ith miles of w ild rivers and<br>streams, the county is blessed w ith nine w aterfalls and<br>excellent w hitew ater rafting and canoeing.<br>M arinette, the county seat, is the home of the<br>M arinette County Historical M useum (715/732-<br>0831). Located on Stephenson Island in the M enominee River, the<br>museum's excellent exhibits detail the region's lumbering and mar-<br>itime history. Stop at the Wisconsin Welcome Center in M arinette<br>for local and statew ide travel information (715/732-4333,<br>w w w.travelw isconsin.com, open seasonally).<br>Seven miles to the southw est, visit the Peshtigo Fire M useum<br>(715/582-3244, w w w.peshtigochamber.com). In 1871 a firestorm<br>destroyed the tow n killing 1,200. When the tow n w as rebuilt, the sur-<br>vivors preserved this grim history in the museum.<br>Follow the Peshtigo River northw est through the county about 40<br>miles to the High Falls and Caldron Falls Flow ages. Along the<br>south shore of the flow age is W isconsin's new est state park, the<br>2,600-acre Governor Tommy G. Thompson Centennial State Park<br>(715/757-3979, dnr.w i.gov/org/land/parks). The park includes about<br>6.5 miles of undeveloped shoreline on the flow age, as w ell as several<br>cold, clear trout streams. Local w hitew ater rafting outfitters include<br>Kosir's Rapid Rafts (715/757-3431, w w w.kosirs.com) and Thornton's<br>Whitew ater Rafting (715/757-3311, w w w.thorntonsresort.com)"
lake-michigan,Milwaukee,"M ilw aukee County is W isconsin's most urban; the metro<br>area includes a dozen suburban communities from<br>Brow n Deer and Bayside on the north to Oak Creek and<br>Franklin on the south. It's a busy place, filled w ith plenty<br>of interesting attractions.<br>Art lovers have four w onderful venues to choose<br>from: the spectacular M ilw aukee Art M useum<br>(414/224-3200, w w w.mam.org), the Charles Allis Art<br>M useum (414/278-8295, w w w.cavtmuseums.org), the<br>Haggerty M useum of Art on the campus of M arquette University<br>(414/288-1669, w w w.marquette.edu/haggerty), and the Villa Terrace<br>Decorative Arts M useum (414/271-3656, w w w.cavtmuseums.org).<br>For fun on the lakeshore, visit Discovery World at Pier<br>Wisconsin (414/765-9966, w w w.pierw isconsin.org). This fabulous<br>new 120,000 square foot facility, opened late in 2006, offers interac-<br>tive exhibits, a Lakefront Amphitheater, and 360-degree view s of Lake<br>M ichigan and the city, and gives Wisconsin's S/ V Denis Sullivan a<br>home.<br>Tours of the Harley-Davidson factory in Wauw atosa (877/883-<br>1450, w w w.harley-davidson.com) are a must, as are the M iller<br>Brew ing Company (800/944-5483, w w w.millerbrew ing.com), the<br>M ilw aukee County Zoo (414/771-5500, w w w.milw aukeezoo.org),<br>the M ilw aukee Public M useum (414/278-2700, w w w.mpm.edu),<br>and the M itchell Park Conservatory Domes (414/649-8126,<br>w w w.countyparks.com). And if you're feeling lucky, visit<br>Potaw atomi Bingo & Casino (800/729-7244, w w w.paysbig.com)."
lake-michigan,Oconto,"Oconto County offers more than 1,000 square miles of<br>recreational opportunities from Green Bay on the east to<br>the Nicolet National Forest on the w est. W ith four<br>mountain bike trail systems, 350 miles of coldw ater trout<br>streams, and 50 miles of X-C ski trails, the county is ripe<br>for adventure.<br>Oconto, on the lakeshore, is the county seat. It is<br>also the site of Copper Culture State Park, a small day-<br>use park that preserves an Indian burial ground from the<br>Copper Culture about 6,000 years ago, the oldest cemetery site in<br>W isconsin (920/746-5112, dnr.w i.gov/org/land/parks). Near the<br>entrance to the park, the Copper Culture M useum offers a small,<br>but intriguing exhibit of copper culture artifacts (920/834-6254).<br>Nearby, the Beyer Historic Home, built in 1868, has been com-<br>pletely restored and furnished in 1890's w ell-to-do Victorian fashion<br>(920/834-6206, w w w.ocontocountyhistsoc.org). The M useum Annex<br>contains Copper Culture artifacts, old M ain Street Oconto store<br>exhibits, carriages and old electric cars.<br>In the northw estern corner of the county near Lakew ood, the<br>Holt & Balcolm Logging Camp is the oldest logging camp in North<br>America, built on this site in 1880 (715/276-7769). Restored and<br>operated by the M cCauslin Lions Club, it is listed on the National<br>Register of Historic Places. Nearby, the W isconsin DNR operates the<br>Lakew ood Rearing Station that produces tens of thousands of rain-<br>bow and brow n trout fingerlings annually (715/276-6066)."
lake-michigan,Ozaukee,"Ozaukee County is a pleasant transition from subur-<br>ban M ilw aukee in the south to the open farmlands of<br>the north. If you like biking, the Interurban Bike Trail<br>is a great w ay to see the county; thirty miles of paved<br>trail connecting every major city in the county<br>(800/403-9898, w w w.interurbantrail.us).<br>W ith its Art Deco-style lighthouse and picturesque<br>harbor, Port Washington is a perfect place to launch a<br>day of sportfishing on Lake M ichigan. The county<br>courthouse, w ith its gold-plated dome, is an architec-<br>tural gem. The Port Washington Lightstation M useum, in a<br>restored 1869 lighthouse, displays the city's maritime and pioneer his-<br>tory (262/284-7240, w w w.portw ashingtonhistoricalsociety.org).<br>Tw elve miles to the north, Harrington Beach State Park offers a<br>mile-long sandy beach on Lake M ichigan popular w ith sw immers on<br>hot, summer days (262/285-3015, dnr.w i.gov/org/land/parks).<br>In south-central Ozaukee County, historic Cedarburg w ith its 150-<br>year-old limestone buildings, antique shops, and covered bridge is a<br>step back in time. Shop dozens of specialty stores at Cedar Creek<br>Settlement (866/626-7005, w w w.cedarcreeksettlement.com) and<br>taste the vintage at Cedar Creek Winery (800/827-8020,<br>w w w.cedarcreekw inery.com). The Cedarburg Cultural Center offers<br>a series of changing art exhibits (262/375-3676, w w w.cedarburgcul-<br>turalcenter.org)<br>In nearby Grafton, the kids w ill love The Family Farm w ith its<br>petting zoo of barnyard animals from tw o-pound chickens to 2,000-<br>pound Belgian draft horses (262/377-6161, w w w.familyfarm.net)."
lake-michigan,Racine,"Located on Lake M ichigan betw een the Chicago and<br>M ilw aukee metro areas, Racine County is a delightful<br>blend of rural heartland and lakefront city.<br>The City of Racine ow es much to the S.C. Johnson<br>family and to famed W isconsin architect Frank Lloyd<br>Wright. The Johnsons built their Johnson Wax empire<br>in Racine, w hile Frank Lloyd Wright built the company's<br>Administrative Building, a marvel of innovative<br>structure and style for the past seventy years (262/260-<br>2154, w w w.visitracine.org).<br>Dow ntow n, the Racine Art M useum (RAM ), opened in 2003,<br>features one of North America's most significant collections of con-<br>temporary crafts (262/638-8300, w w w.ramart.org). Along the lake-<br>front, the city's Wind Point Lighthouse, built in 1880, is the tallest<br>and oldest still in service on the Great Lakes. While not open for<br>tours, the graceful w hite spire is an unparalleled photo opportunity.<br>Also on the lakeshore, the Racine Zoological Gardens is a little gem;<br>more than 300 animals, a petting zoo, and free admission (262/636-<br>9189, w w w.racinezoo.org). The kids w ill love it.<br>In w estern Racine County, a trio of family attractions is also per-<br>fect for kids. In Waterford, both the Bear Den Petting Zoo & Farm<br>(262/895-6430, w w w.beardenzoo.com) and Green M eadow s Farm<br>(262/534-2891, w w w.greenmeadow sfarmw i.com) offer farm animals,<br>petting zoos and pony rides. In nearby Burlington, amaze the kids<br>w ith gyroscope and yo-yo tricks at the Spinning Top Exploratory<br>M useum (262/763-3946, w w w.topmuseum.org)."
lake-michigan,Sheboygan,"W ith the lakeshore on its east and the spraw ling,<br>30,000-acre Kettle M oraine State Forest on its w est,<br>Sheboygan County has lots to offer.<br>Sheboygan's beautiful lakefront beaches are<br>flanked by a new marina and the new Blue Harbor<br>Resort featuring a 40,000 square foot indoor w ater-<br>park (866/701-2583, w w w.blueharborresort.com).<br>Kids w ill also love the Above & Beyond Children's<br>M useum (920/458-4263, w w w.abkids.org) and the<br>2.5 miles of sandy beach at Kohler-Andrae State<br>Park (920/451-4080, dnr.w i.gov/org/land/parks). The John M ichael<br>Kohler Arts Center offers eleven galleries of contemporary art<br>(920/458-6144, w w w.jmkac.org).<br>Nearby Kohler is know n for golf and toilets. Kohler is the home of<br>The American Club w hose facilities include a pair of w orld-class golf<br>courses, Blackw olf Run and Whistling Straits, host of the 2004<br>PGA Championship (800/344-2838, w w w.destinationkohler.com). The<br>city is also the home of the Kohler Company, the w orld's largest<br>manufacturer of bathroom fixtures (920/457-3699,<br>w w w.kohlerco.com). If you w ondered how toilets are made, tours are<br>offered.<br>Western Sheboygan County is blessed w ith the glacial terrain of<br>the Northern Unit of the Kettle M oraine State Forest (262/626-<br>2116, dnr.w i.gov/org/land/parks). Enjoy hiking, biking, sw imming and<br>spectacular scenery. Just north of the forest in Greenbush, tour the<br>1850's Wade House stagecoach inn and the Wesley Jung Carriage<br>M useum (866/944-7483, w w w.w isconsinhistory.org)"
southern-savannah,Columbia,"In the heart of south-central Wisconsin, Columbia<br>County's most prominent terrain feature is the Wisconsin<br>River, which forms a portion of its western border. The<br>river scribes a long, sweeping curve through the county<br>from Wisconsin Dells in the north to Lake Wisconsin in<br>the south.<br>Wisconsin Dells is an epicenter of Wisconsin<br>tourism. It sells fun  creates and packages fun in a mil-<br>lion ways. If you like roller coasters, duck rides on the<br>river, championship golf, waterparks (indoors and out),<br>bungee jumping, world-class spas, or any other imaginable family<br>amusement, you'll love the Dells. (www.wisdells.com, 800/223-3557)<br>Portage, the county seat, is one of the most historically significant<br>places in the state. Here, the Wisconsin River nearly meets the Fox<br>River flowing south from Green Bay. The Portage Canal linked the<br>two rivers creating a water route from the Great Lakes to the<br>Mississippi River. In the early 1800s, Fort Winnebago protected this<br>vital transportation link. The Surgeon's Quarters of the original fort<br>can still be toured (www.portagewi.com, 608/742-2949) as well as the<br>Historic Indian Agency House (www.portagewi.com, 608/742-<br>6362).<br>To the south, the MacKenzie Environmental Center near<br>Poynette offers birding opportunities on their several miles of trails as<br>well as an observation tower, an exhibit of live Wisconsin wildlife,<br>museums and a picnic area (www.mackenziecenter.com, 608/635-<br>8110). On the eastern end of the county, Columbus is renowned for its<br>Louis Sullivan-designed bank, and the Columbus Antique Mall, one<br>of the state's largest (www.columbusantiquemall.com, 920/623-1992)."
southern-savannah,Dane,"With nearly 500,000 people, Dane County is one of<br>Wisconsin's most populous areas, second only to<br>Milwaukee County.<br>Surrounded by four lakes  Mendota, Monona,<br>Waubesa and Kegonsa  Madison is both county seat<br>and state capitol. The magnificent dome of the<br>Wisconsin State Capitol Building dominates the<br>central city and is always open to visitors (www.wis-<br>consin.gov, 608/266-0382). On the Capitol Square the<br>Wisconsin Veterans Museum exhibits the state's military history<br>from the Civil War to Desert Storm (www.museum.dva.state.wi.us,<br>608/267-1799). Also on the Square, the Wisconsin Historical<br>Museum, operated by the Wisconsin Historical Society, offers three<br>floors of state heritage from prehistoric Indian culture to contempo-<br>rary social issues (www.wisconsinhistory.org/museum, 608/264-6555).<br>On the other end of the city's fabled State Street is the University<br>of Wisconsin. Here you can tour the Chazen Museum of Art<br>(www.chazen.wisc.edu, 608/263-2246). Visitors to the city will also<br>enjoy the 1,260-acre UW Arboretum (uwarboretum.org, 608/263-<br>7888), the Henry Vilas Zoo (www.vilaszoo.org, 608/266-4733), the<br>Madison Museum of Contemporary Art (www.mmoca.org,<br>608/257-0158), or the fabulous Thai Pavilion at the Olbrich<br>Botanical Gardens (www.olbrich.org, 608/246-4550).<br>To the west, Mt. Horeb has much to offer including the world's<br>largest collection of mustard (3,100 varieties) at the Mt. Horeb<br>Mustard Museum (800/438-6878, www.mustardmuseum.com).<br>Nearby, Cave of the Mounds offers fascinating subterranean tours<br>daily (608/437-3038, www.caveofthemounds.com). Little Norway is<br>a fanciful recreation of an 1856 Norwegian farmstead and Stavkirke,<br>(608/437-8211, www.littlenorway.com)."
southern-savannah,Dodge,"Any birder worth their binoculars knows that Dodge<br>County is the home of the Horicon National<br>Wildlife Refuge  the largest freshwater cattail<br>marsh in the country. It is one of the continent's best<br>bird watching destinations attracting 270 avian<br>species each year.<br>The marsh's 32,000 acres are managed in two<br>sections: the northern 21,000 acres by the US Fish &<br>Wildlife Service (www.fws.gov/midwest/horicon,<br>920/387-2658), and the southern 11,000 acres by the Wisconsin DNR<br>(dnr.wi.gov), 920/387-7860). Both operate visitor centers with wildlife<br>programs, observation towers, and interpretive exhibits.<br>On the south end of the marsh in Horicon, Horicon Marsh Boat<br>Tours/Blue Heron Landing offers further access to this magnificent<br>wildlife area via guided tours aboard a 28-foot pontoon boat<br>(www.horiconmarsh.com, 800/814-4474). On the north end, Marsh<br>Haven Nature Center just outside of Waupun offers interpretive dis-<br>plays, exhibits, an observation tower, and hiking/biking trails (marsh-<br>haven.com, 920/324-5818).<br>Fifteen miles south of Waupun in Beaver Dam, the Dodge<br>County Historical Museum exhibits include tributes to local veter-<br>ans, famous residents (Fred MacMurray), even a 1902 Rambler auto-<br>mobile (www2.powercom.net/~dchs/Index.htm, 920/887-1266).<br>Nearby, Nancy's Notions Retail Store sells sewing notions fea-<br>tured on PBS's famous Sewing with Nancy program (www.nancys-<br>notions.com, 800/725-0361)."
southern-savannah,Green,"Green County says Willkommen in so many ways.<br>Amid the county's rolling hills, Swiss emigrants from<br>the Canton of Glarus first settled in 1845. Of course,<br>they named their community New Glarus. Today, New<br>Glarus bills itself as America's Little Switzerland. The<br>Swiss heritage here manifests itself in the architecture,<br>the music, the folk art, the beer and the cheese <br>above all, the cheese.<br>For a craft-brewing bonanza, tour the New Glarus<br>Brewing Co. and sample their Spotted Cow, (www.newglarus-<br>brewing.com, 608/527-5850). Downtown, the Swiss Historical<br>Village Museum displays the area's pioneer life and Swiss heritage in<br>fourteen historic buildings (www.swisshistoricalvillage.org, 608/527-<br>2317). Just south of town, New Glarus Woods State Park offers<br>32 family campsites (www.wiparks.net, 608/527-2335) as well as<br>direct access to the Sugar River State Trail, a 24-mile railbed biking<br>trail running south to Brodhead (www.wiparks.net, 608/527-2334).<br>In southern Green County, Monroe is famous for its charming<br>downtown that spreads out around its courthouse square. It is equally<br>famous for its cheese factories that welcome visitors with samples and<br>retail sales. The history of Green County Gold is on display at the<br>Historic Cheesemaking Center in the restored Monroe Depot<br>(www.greencounty.org, 608/325-4636). You can also tour the<br>Minhas Craft Brewery, the oldest continually operated brewery in<br>the Midwest, producing the award-winning lagers and ales of the<br>Berghoff label (www.minhasbrewery.com, 608/325-3191)."
southern-savannah,Iowa,"South of Spring Green, Hwy 23 crosses the Wisconsin<br>River into Iowa County to three of the state's most pop-<br>ular attractions. Frank Lloyd Wright's Taliesin Visitor<br>Center is the start of tours to the famed architect's<br>Wisconsin home (877/588-7900, www.taliesinpreserva-<br>tion.org). Just to the east on Golf Course Road,<br>American Players Theatre performs a summer season<br>of Shakespeare and other classics in an outdoor<br>amphitheater (608/588-2361,<br>www.playinthewoods.org). A few miles further south<br>on Hwy 23 is the House on the Rock, Wisconsin's most popular sin-<br>gle attraction  an eclectic collection of fantasy and imagination<br>(800/947-2799, www.thehouseontherock.com).<br>Dodgeville, the county seat, preserves its history with its elegant,<br>but unpretentious county courthouse. Built in 1859, it is the oldest<br>courthouse still in use in the state. Three miles north of the city,<br>Governor Dodge State Park is the state's second largest with 5,000<br>acres of fun, a pair of man-made lakes, and 270 family campsites<br>(608/935-2315, www.wiparks.net).<br>To the south, miners from Cornwall, England were among the first<br>to settle Mineral Point. Some of their homes are preserved at<br>Pendarvis, a Wisconsin Historical Society site that offers tours led by<br>costumed interpreters, (866/944-7483, www.pendarvishistoricsite.org).<br>More local history is displayed at the Orchard Lawn Museum, a Civil<br>War-era Italianate mansion (608/987-2884, www.mineralpoint.com)."
